Time,Temperature,Pressure,Humidity,PM 1,PM 2.5,PM 10
1631083668.87513,25.584765625,1004.5029485815643,41.12700165039339,0,1,2
1631083670.0022388,25.584765625,1004.4828622280262,41.00928130431258,0,1,2
1631083671.1293159,25.6001953125,1004.4969269517856,40.94114157700984,0,1,2
1631083672.2581415,25.5951171875,1004.5110791235431,41.120696491982024,0,1,2
1631083673.394666,25.6103515625,1004.483958520699,41.31266740027023,0,1,2
1631083674.5220037,25.6154296875,1004.4874748700678,41.17636374715532,0,1,2
1631083675.6500435,25.6205078125,1004.5120893241891,41.07105426328345,0,1,2
1631083676.777141,25.6255859375,1004.5078248646303,41.021495734762176,0,1,2
1631083677.9056864,25.6255859375,1004.5217132497984,40.792278180168566,0,1,2
1631083679.033107,25.6306640625,1004.48070359273,40.94090188838849,0,1,2
1631083680.9104214,25.6359375,1004.4894946057824,41.08338731542135,0,2,3
1631083682.9686103,25.641015625,1004.5237327314333,40.971788904364956,0,2,3
1631083685.0273235,25.661328125,1004.4976192384328,41.11424995878401,0,2,3
1631083687.0859737,25.65625,1004.4895768559775,40.928391468055096,0,2,3
1631083689.1444056,25.6255859375,1004.4883068424722,40.58156439943055,0,2,3
1631083691.2032175,25.6154296875,1004.5306813361286,40.80470009385568,0,2,3
1631083693.2624965,25.6154296875,1004.5095830542881,40.736585768005966,0,2,3
1631083695.323553,25.5951171875,1004.5185966954718,40.81105286578233,0,2,3
1631083697.3806415,25.6103515625,1004.5073003155245,40.804826715703555,0,2,3
1631083699.4384391,25.6001953125,1004.5020259147938,40.87919518996913,0,1,2
1631083701.4963188,25.6154296875,1004.4937593501134,40.94102239619955,0,1,2
1631083703.5547304,25.6205078125,1004.4920011611418,41.213531024487644,0,1,2
1631083705.6300335,25.6306640625,1004.5264168814191,40.99671620065843,0,1,2
1631083707.6715689,25.6306640625,1004.5053184340807,40.76743334032571,0,1,2
1631083709.730945,25.6255859375,1004.4937593501134,40.79844198802074,0,1,2
1631083711.7884305,25.641015625,1004.4849684060184,40.85419955794329,0,1,2
1631083713.8471358,25.6255859375,1004.4689663034442,40.60021918922365,0,1,2
1631083715.905569,25.6255859375,1004.4719125815839,40.773628797407305,0,1,2
1631083717.9640872,25.6306640625,1004.5199550171476,40.93470673489417,0,2,3
1631083720.0224097,25.6001953125,1004.5027736167162,40.71806468996428,0,2,3
1631083722.0809166,25.5951171875,1004.4951688610487,40.8172476787362,0,2,3
1631083724.1391985,25.6001953125,1004.521628095763,40.99061019633828,0,2,3
1631083726.1975608,25.6001953125,1004.4949933815535,40.80479537866701,0,2,3
1631083728.2571795,25.5951171875,1004.4912144625274,40.85441632037903,0,2,3
1631083730.317456,25.6052734375,1004.5108165830595,40.91010825256792,0,2,3
1631083732.3725865,25.6052734375,1004.5221129360339,40.91630302632137,0,2,3
1631083734.4350743,25.5951171875,1004.4977617992514,40.83577009061672,0,2,3
1631083736.490187,25.58984375,1004.5000049886854,40.75533092076545,0,2,3
1631083738.548023,25.5951171875,1004.4922249009771,40.60665129731368,0,2,3
1631083740.6063132,25.5796875,1004.5152551228505,40.58197350527635,0,1,2
1631083742.6647472,25.574609375,1004.4878732547
711,40.594430695245194,0,1,2
1631083744.7234635,25.574609375,1004.5187712781898,40.63769442374683,0,1,2
1631083746.7816818,25.584765625,1004.5258035897834,40.860704245213334,0,1,2
1631083748.8402169,25.574609375,1004.5220234344748,40.76781695963124,0,1,2
1631083750.8987265,25.564453125,1004.5378458869726,40.56345661850507,0,1,2
1631083752.9579217,25.564453125,1004.514726927921,40.6750274176194,0,1,2
1631083755.0162544,25.564453125,1004.4848405706211,40.674961979644806,0,1,2
1631083757.0746384,25.559375,1004.4742924497757,40.582074878035755,0,1,2
1631083759.1331563,25.559375,1004.5014095612595,40.65644386574259,0,1,2
1631083761.1916935,25.5439453125,1004.5005703225087,40.606988914040635,0,1,2
1631083763.251064,25.5337890625,1004.5224118038412,40.65048124300155,0,1,2
1631083765.3105779,25.5439453125,1004.4960427483468,40.675126747624546,0,1,2
1631083767.367916,25.5236328125,1004.4985468293751,40.66903063798062,0,1,2
1631083769.4283485,25.503125,1004.5025424302506,40.60718939976272,0,1,2
1631083771.4847364,25.51328125,1004.5133561266241,40.619444304009725,0,1,2
1631083773.5432992,25.503125,1004.4941893798385,40.768260841949434,0,1,2
1631083775.6021383,25.51328125,1004.495777037836,40.885877271402535,0,1,2
1631083777.6607563,25.498046875,1004.4941893798385,40.88599924942328,0,1,2
1631083779.7195115,25.498046875,1004.4911523625675,40.59486970996552,0,1,2
1631083781.7779477,25.49296875,1004.4806054205147,40.755938126188475,0,1,2
1631083783.836431,25.498046875,1004.4966928357316,40.78690550976367,0,1,2
1631083785.894855,25.49296875,1004.4939226305623,40.910802129508774,0,1,2
1631083787.9532745,25.487890625,1004.5220480483199,40.910832012997865,0,1,2
1631083790.0143244,25.49296875,1004.4795929836608,40.892252712781875,0,1,2
1631083792.0705633,25.487890625,1004.4876367149118,40.89838576461848,0,1,2
1631083794.1292152,25.49296875,1004.4728285800489,41.10897729007841,0,1,2
1631083796.1878874,25.498046875,1004.4720829138558,41.034605966103356,0,1,2
1631083798.247365,25.503125,1004.4854000509741,41.09028629763472,0,1,2
1631083800.3054304,25.51328125,1004.472658467,40.90445787948212,0,1,2
1631083802.365843,25.51328125,1004.5053124461369,40.77442298609074,0,1,2
1631083804.4224846,25.508203125,1004.4457151569959,40.786841668542486,0,1,2
1631083806.4806173,25.503125,1004.4919951465879,40.625838906059776,0,1,2
1631083808.5400314,25.508203125,1004.4937530270078,40.80539126973874,0,1,2
1631083810.5980287,25.498046875,1004.4867215057857,40.681516449511726,0,1,2
1631083812.6566117,25.49296875,1004.4728285800489,40.8922226182872,0,1,2
1631083814.715288,25.4828125,1004.4929101865097,40.60732411597943,0,1,2
1631083816.7740362,25.49296875,1004.5019663923626,40.97889701780009,0,1,2
1631083818.8325777,25.477734375,1004.521035379951,40.706454148662566,0,1,2
1631083820.8912027,25.4623046875,1004.4916300906857,40.6198110368503,0,1,2
1631083822.949983,25.4572265625,1004.5136347606748,40.83056814396321,0,1,2
1631083825.0089426,25.4419921875,1004.523436770509,40.78099520251217,0,1,2
1631083827.0671442,25.4521484375,1004.4970706654079,40.929560546101264,0,1,2
1631083829.1255987,25.4470703125,1004.4862556847293,40.93581229407289,0,1,2
1631083831.1842132,25.4572265625,1004.4882819675182,40.849115587854364,0,1,2
1631083833.2443275,25.4521484375,1004.4837534210012,40.79331853429174,0,1,2
1631083835.3022547,25.4419921875,1004.4511014730074,40.84908507950718,0,1,2
1631083837.3626869,25.4419921875,1004.4834847096646,40.805859344230825,0,1,2
1631083839.4194293,25.4419921875,1004.5038328020214,40.89249422104824,0,1,2
1631083841.4811716,25.4470703125,1004.4676654374796,40.88010909550509,0,1,2
1631083843.5359929,25.4470703125,1004.4865242281688,40.855338709608006,0,1,2
1631083845.5944893,25.4623046875,1004.4900397069438,41.02867070998807,0,1,2
1631083847.6528192,25.4521484375,1004.4882819675182,40.904789675686686,0,1,2
1631083849.7114177,25.4521484375,1004.44231292484,40.84289230303843,0,1,2
1631083851.7700667,25.4623046875,1004.4900397069438,40.69423001935489,0,1,2
1631083853.8285081,25.4470703125,1004.4546168928078,40.79954255318446,0,1,2
1631083855.887027,25.4369140625,1004.45887695559
95,40.70058406260015,0,1,2
1631083857.9459805,25.431640625,1004.4613791616865,40.768735111329434,0,1,2
1631083860.0037358,25.4419921875,1004.4438023423136,40.84289230303843,0,1,2
1631083862.0619671,25.4521484375,1004.4581323129132,40.88633172791573,0,1,2
1631083864.1206546,25.4572265625,1004.4882819675182,40.849146085048154,0,1,2
1631083866.178879,25.4470703125,1004.471180830765,41.12161093809832,0,1,2
1631083868.2381575,25.4369140625,1004.4596214794063,40.99782355872716,0,1,2
1631083870.2991154,25.4369140625,1004.5018058751649,40.91107182510623,0,1,2
1631083872.3545702,25.421484375,1004.4984554032387,40.86165380309952,0,1,2
1631083874.414006,25.41640625,1004.4535008671359,41.07843391699689,0,1,2
1631083876.4716747,25.421484375,1004.506229667536,41.00407427602249,0,1,2
1631083878.5301957,25.421484375,1004.4731043625552,40.96697988019181,0,1,2
1631083880.588917,25.411328125,1004.5009567844098,40.96697988019181,0,1,2
1631083882.6474147,25.3908203125,1004.4785810970002,40.79988491184958,0,1,2
1631083884.7063348,25.3908203125,1004.4863548400556,41.1033385504009,0,1,2
1631083886.7648404,25.3908203125,1004.4857743401794,41.078545115661356,0,1,2
1631083888.8235419,25.3958984375,1004.4906132392385,41.03520428078177,0,1,2
1631083890.882467,25.3908203125,1004.4910469681599,40.91756209759989,0,1,2
1631083892.9410615,25.3806640625,1004.4958859113873,41.27669315941054,0,1,2
1631083894.9993753,25.3857421875,1004.4928045109726,41.183906396434224,0,1,2
1631083897.0586843,25.3705078125,1004.4696851968396,41.21478180987749,0,1,2
1631083899.1169608,25.3705078125,1004.491518162664,41.15297797091903,0,1,2
1631083901.1752312,25.33984375,1004.4843763419922,40.98596119879867,0,1,2
1631083903.2348943,25.344921875,1004.4990182077777,41.02921188168609,0,1,2
